""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Otu000653"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"
"Otu001262"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacilli_unclassified"	"Bacilli_unclassified"	"Bacilli_unclassified"
"Otu001619"	"Bacteria"	"Firmicutes"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"
"Otu000699"	"Bacteria"	"Firmicutes"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"	"Firmicutes_unclassified"
"Otu000540"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Blastocatella"
"Otu001238"	"Bacteria"	"Elusimicrobiota"	"Lineage_IIb"	"Lineage_IIb_or"	"Lineage_IIb_fa"	"Lineage_IIb_ge"
"Otu001348"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SJA-15"	"SJA-15_fa"	"SJA-15_ge"
"Otu001344"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001615"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001493"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001267"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000248"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000893"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001657"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001036"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001453"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000914"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000870"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000085"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu000878"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001284"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"
"Otu001568"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu001383"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu000737"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu001015"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu000537"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu001473"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu000803"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"
"Otu001626"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"
"Otu001255"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"uncultured"
"Otu001178"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Thermomicrobiales"	"JG30-KF-CM45"	"JG30-KF-CM45_ge"
"Otu000443"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"
"Otu000057"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"
"Otu001071"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26f_fa"	"PAUC26f_ge"
"Otu001407"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriae_unclassified"	"Acidobacteriae_unclassified"	"Acidobacteriae_unclassified"
"Otu001314"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriae_unclassified"	"Acidobacteriae_unclassified"	"Acidobacteriae_unclassified"
"Otu000534"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26f_fa"	"PAUC26f_ge"
"Otu000506"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	"Microcystaceae_unclassified"
"Otu001089"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	"SU2_symbiont_group"
"Otu001229"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Cyanobacteriaceae"	"Cyanobacteriaceae_unclassified"
"Otu000084"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Cyanobacteriaceae"	"Cyanobacteriaceae_ge"
"Otu000309"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriia_unclassified"	"Cyanobacteriia_unclassified"	"Cyanobacteriia_unclassified"
"Otu000262"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobiaceae_unclassified"
"Otu001293"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"
"Otu000784"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"
"Otu000021"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"
"Otu000240"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_MBIC10613"
"Otu001075"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"
"Otu001128"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"	"uncultured"
"Otu000165"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"	"Nostocaceae_unclassified"
"Otu000329"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"	"Nostocaceae_unclassified"
"Otu000082"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	"Synechocystis_PCC-6803"
"Otu001543"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Cyanobacteriaceae"	"Geminobacterium"
"Otu000166"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Pleurocapsa_PCC-7319"
"Otu000551"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu001384"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"GWE2-31-10"
"Otu001204"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu001371"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu001263"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu000205"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu000936"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu000869"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu001511"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu001468"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu000923"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000370"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000697"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu000066"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000979"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"
"Otu000033"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu000459"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000004"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000396"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000717"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu001117"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000728"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu000059"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000911"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaetaceae_unclassified"
"Otu001221"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000340"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000041"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta_2"
"Otu000615"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000383"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000702"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000247"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000632"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Candidatus_Nitrosopumilus"
"Otu000156"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	"67-14_ge"
"Otu001454"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Thermoleophilia_unclassified"	"Thermoleophilia_unclassified"	"Thermoleophilia_unclassified"
"Otu000883"	"Bacteria"	"Sumerlaeota"	"Sumerlaeia"	"Sumerlaeales"	"Sumerlaeaceae"	"Sumerlaea"
"Otu001028"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu001098"	"Bacteria"	"Gemmatimonadota"	"PAUC43f_marine_benthic_group"	"PAUC43f_marine_benthic_group_or"	"PAUC43f_marine_benthic_group_fa"	"PAUC43f_marine_benthic_group_ge"
"Otu000234"	"Bacteria"	"Gemmatimonadota"	"PAUC43f_marine_benthic_group"	"PAUC43f_marine_benthic_group_or"	"PAUC43f_marine_benthic_group_fa"	"PAUC43f_marine_benthic_group_ge"
"Otu001009"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu000694"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu000168"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu001592"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu000875"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu000796"	"Bacteria"	"Gemmatimonadota"	"BD2-11_terrestrial_group"	"BD2-11_terrestrial_group_or"	"BD2-11_terrestrial_group_fa"	"BD2-11_terrestrial_group_ge"
"Otu001285"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"OPB41"	"OPB41_fa"	"OPB41_ge"
"Otu001724"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Acidothermaceae"	"Acidothermus"
"Otu001283"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"uncultured"
"Otu001093"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Intrasporangiaceae_unclassified"
"Otu001400"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Intrasporangiaceae_unclassified"
"Otu001642"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"
"Otu000751"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000197"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000245"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000722"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
"Otu001387"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000436"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000812"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Micrococcaceae_unclassified"
"Otu000201"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"PeM15"	"PeM15_fa"	"PeM15_ge"
"Otu001578"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"	"Actinobacteria_unclassified"
"Otu000967"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriales_Incertae_Sedis"	"Tomitella"
"Otu000567"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"IMCC26207"
"Otu001590"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"IMCC26207"
"Otu001062"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"IMCC26207"
"Otu001022"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu000514"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"
"Otu000014"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"
"Otu001168"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichales_unclassified"	"Microtrichales_unclassified"
"Otu001409"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu000600"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Microtrichaceae_unclassified"
"Otu000451"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"uncultured"
"Otu001148"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"uncultured"
"Otu000578"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"uncultured"
"Otu001166"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"uncultured"
"Otu000218"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"uncultured"
"Otu000116"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu000852"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu000263"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu000457"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"
"Otu001087"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"
"Otu000177"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"uncultured"	"uncultured_ge"
"Otu000096"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Acidimicrobiia_unclassified"	"Acidimicrobiia_unclassified"	"Acidimicrobiia_unclassified"
"Otu001006"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"uncultured_ge"
"Otu001304"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"uncultured_ge"
"Otu001130"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"uncultured"	"uncultured_ge"
"Otu001109"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"uncultured"
"Otu001577"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"TG3"	"TG3_ge"
"Otu000013"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Psychrilyobacter"
"Otu000161"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Propionigenium"
"Otu000874"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Bacteriovoracaceae_unclassified"
"Otu000919"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"
"Otu000252"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu000765"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_unclassified"
"Otu000528"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu000846"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu000054"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu000187"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu001420"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_unclassified"
"Otu000410"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Moduliflexaceae_ge"
"Otu000307"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000813"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB50"	"SZB50_fa"	"SZB50_ge"
"Otu000227"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB50"	"SZB50_fa"	"SZB50_ge"
"Otu000297"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000886"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000555"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadales_unclassified"	"Pseudomonadales_unclassified"
"Otu001535"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000896"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000711"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000619"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000736"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadales_unclassified"	"Pseudomonadales_unclassified"
"Otu000477"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000527"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu001643"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	"uncultured"
"Otu000853"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	"uncultured"
"Otu001165"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	"Oligoflexaceae_unclassified"
"Otu001159"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	"uncultured"
"Otu000313"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Halochromatium"
"Otu001382"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000744"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000018"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu001693"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu000124"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu000140"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu000086"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu001171"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000323"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu000031"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu000194"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36_fa"	"HOC36_ge"
"Otu001575"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu001072"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000361"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu001444"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu001572"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
