""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Otu000157"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000007"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000433"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000185"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu001446"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000265"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SZB50"	"SZB50_fa"	"SZB50_ge"
"Otu000255"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000149"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000398"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu000481"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu001459"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu000355"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu001403"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"AT-s2-59"	"AT-s2-59_fa"	"AT-s2-59_ge"
"Otu000516"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000152"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000700"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000108"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcina"
"Otu000607"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcinaceae_unclassified"
"Otu000703"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"SEEP-SRB1"
"Otu000925"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081_sediment_group"
"Otu001042"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcinaceae_unclassified"
"Otu000304"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"LCP-80"
"Otu000771"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081_sediment_group"
"Otu000048"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081_sediment_group"
"Otu000683"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081_sediment_group"
"Otu001124"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcinaceae_unclassified"
"Otu000596"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcinaceae_unclassified"
"Otu000669"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcinaceae_unclassified"
"Otu001239"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"uncultured"
"Otu000242"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"uncultured"
"Otu001508"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Candidatus_Electrothrix"
"Otu000114"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"uncultured"
"Otu001421"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000643"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfopila"
"Otu000973"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000450"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsa"
"Otu001048"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu001531"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu001352"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsa"
"Otu001186"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfopila"
"Otu000548"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu001455"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000213"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfopila"
"Otu000200"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"
"Otu000391"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfotalea"
"Otu000407"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"uncultured"
"Otu000053"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000215"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"uncultured"
"Otu000020"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu001141"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"
"Otu000441"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"
"Otu000098"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000032"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"SEEP-SRB4"
"Otu000270"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000103"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsaceae_unclassified"
"Otu000226"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"
"Otu000571"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"uncultured"
"Otu000638"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbaceae_unclassified"
"Otu000159"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"uncultured"
"Otu001374"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"uncultured"	"uncultured_ge"
"Otu001498"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"uncultured"
"Otu000564"	"Bacteria"	"Myxococcota"	"Polyangia"	"MidBa8"	"MidBa8_fa"	"MidBa8_ge"
"Otu001164"	"Bacteria"	"Myxococcota"	"Polyangia"	"MidBa8"	"MidBa8_fa"	"MidBa8_ge"
"Otu001503"	"Bacteria"	"Myxococcota"	"Polyangia"	"MidBa8"	"MidBa8_fa"	"MidBa8_ge"
"Otu001043"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu000662"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu001379"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu000682"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu000467"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu000785"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu000300"	"Bacteria"	"NB1-j"	"NB1-j_cl"	"NB1-j_or"	"NB1-j_fa"	"NB1-j_ge"
"Otu001200"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	"BIrii41_ge"
"Otu000006"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"uncultured"
"Otu000460"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000352"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"uncultured"
"Otu001546"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"
"Otu001137"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangia_unclassified"	"Polyangia_unclassified"	"Polyangia_unclassified"
"Otu000277"	"Bacteria"	"Myxococcota"	"Polyangia"	"UASB-TL25"	"UASB-TL25_fa"	"UASB-TL25_ge"
"Otu000233"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000208"	"Bacteria"	"Desulfobacterota"	"Desulfarculia"	"Desulfarculales"	"Desulfarculaceae"	"Desulfarculaceae_unclassified"
"Otu000074"	"Bacteria"	"Desulfobacterota"	"Desulfarculia"	"Desulfarculales"	"Desulfarculaceae"	"Dethiosulfatarculus"
"Otu000724"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfatiglandales"	"Desulfatiglandaceae"	"Desulfatiglans"
"Otu001359"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfatiglandales"	"Desulfatiglandaceae"	"Desulfatiglans"
"Otu001281"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfatiglandales"	"Desulfatiglandaceae"	"Desulfatiglans"
"Otu000404"	"Bacteria"	"Sva0485"	"Sva0485_cl"	"Sva0485_or"	"Sva0485_fa"	"Sva0485_ge"
"Otu000395"	"Bacteria"	"Sva0485"	"Sva0485_cl"	"Sva0485_or"	"Sva0485_fa"	"Sva0485_ge"
"Otu000285"	"Bacteria"	"Sva0485"	"Sva0485_cl"	"Sva0485_or"	"Sva0485_fa"	"Sva0485_ge"
"Otu000301"	"Bacteria"	"10bav-F6"	"10bav-F6_cl"	"10bav-F6_or"	"10bav-F6_fa"	"10bav-F6_ge"
"Otu001516"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"uncultured"	"uncultured_ge"
"Otu001218"	"Bacteria"	"Sva0485"	"Sva0485_cl"	"Sva0485_or"	"Sva0485_fa"	"Sva0485_ge"
"Otu000933"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Sva1033"	"Sva1033_ge"
"Otu000121"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Sva1033"	"Sva1033_ge"
"Otu001049"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadales_unclassified"	"Desulfuromonadales_unclassified"
"Otu000863"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Desulfuromusa"
"Otu001524"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Geopsychrobacteraceae_unclassified"
"Otu001416"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Geopsychrobacter"
"Otu000312"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Sva1033"	"Sva1033_ge"
"Otu001318"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Desulfuromonadaceae_unclassified"
"Otu000645"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000949"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000980"	"Bacteria"	"Schekmanbacteria"	"Schekmanbacteria_cl"	"Schekmanbacteria_or"	"Schekmanbacteria_fa"	"Schekmanbacteria_ge"
"Otu001143"	"Bacteria"	"NKB15"	"NKB15_cl"	"NKB15_or"	"NKB15_fa"	"NKB15_ge"
"Otu001596"	"Bacteria"	"Deferrisomatota"	"Defferrisomatia"	"Defferrisomatales"	"Defferrisomataceae"	"Deferrisoma"
"Otu001129"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	"Calditrichaceae_ge"
"Otu000670"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	"Calditrichaceae_ge"
"Otu000861"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	"Calditrichaceae_ge"
"Otu001356"	"Bacteria"	"Dadabacteria"	"Dadabacteriia"	"Dadabacteriales"	"Dadabacteriales_fa"	"Dadabacteriales_ge"
"Otu001335"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu001208"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu000725"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	"Defluviicoccaceae"	"Defluviicoccus"
"Otu000827"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	"Defluviicoccaceae"	"Defluviicoccus"
"Otu000256"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	"PS1_clade_ge"
"Otu000127"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Filomicrobium"
"Otu000170"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Filomicrobium"
"Otu000545"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_Incertae_Sedis"	"Anderseniella"
"Otu000148"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methyloligellaceae"	"Methyloceanibacter"
"Otu000171"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methyloligellaceae"	"Methyloceanibacter"
"Otu000386"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000474"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Yoonia-Loktanella"
"Otu000799"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000422"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu001182"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Halocynthiibacter"
"Otu000278"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sedimentitalea"
"Otu000942"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000437"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000119"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Tateyamaria"
"Otu000945"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000198"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000190"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu001206"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000311"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000471"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"
"Otu001083"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000221"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Limibaculum"
"Otu001366"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu001152"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Albimonas"
"Otu000423"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000034"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000691"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000531"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000957"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000649"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales_unclassified"	"Rhizobiales_unclassified"
"Otu000520"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000565"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000898"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Albimonas"
"Otu000042"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000529"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amaricoccus"
"Otu001426"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000511"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000078"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000913"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000132"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000143"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Pseudahrensia"
"Otu001106"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ahrensia"
"Otu001625"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"
"Otu001288"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"
"Otu001584"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Stappiaceae_unclassified"
"Otu000389"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Pseudahrensia"
"Otu001041"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"uncultured"
"Otu000381"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter"
"Otu000008"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_unclassified"
"Otu000965"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"	"Kiloniellaceae_unclassified"
"Otu001258"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	"uncultured"	"uncultured_ge"
"Otu001722"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000291"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"uncultured"	"uncultured_ge"
"Otu001320"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000829"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000417"	"Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)_cl"	"SAR324_clade(Marine_group_B)_or"	"SAR324_clade(Marine_group_B)_fa"	"SAR324_clade(Marine_group_B)_ge"
"Otu000748"	"Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)_cl"	"SAR324_clade(Marine_group_B)_or"	"SAR324_clade(Marine_group_B)_fa"	"SAR324_clade(Marine_group_B)_ge"
"Otu000428"	"Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)_cl"	"SAR324_clade(Marine_group_B)_or"	"SAR324_clade(Marine_group_B)_fa"	"SAR324_clade(Marine_group_B)_ge"
"Otu000222"	"Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)_cl"	"SAR324_clade(Marine_group_B)_or"	"SAR324_clade(Marine_group_B)_fa"	"SAR324_clade(Marine_group_B)_ge"
"Otu001609"	"Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)_cl"	"SAR324_clade(Marine_group_B)_or"	"SAR324_clade(Marine_group_B)_fa"	"SAR324_clade(Marine_group_B)_ge"
"Otu000899"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Terasakiellaceae"	"Terasakiella"
"Otu000842"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"	"Alphaproteobacteria_unclassified"
"Otu000977"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia_unclassified"	"Clostridia_unclassified"	"Clostridia_unclassified"
"Otu000953"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae_unclassified"
"Otu000730"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospirales_unclassified"	"Lachnospirales_unclassified"
"Otu000752"	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"
"Otu001295"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcales-Tissierellales_fa"	"Anaeromicrobium"
